Local Time,kW sd del
2019-05-25 12:00:00,1106.1034545898438
2019-05-25 13:00:00,1129.5695495605469
2019-05-25 14:00:00,1222.5699768066406
2019-05-25 15:00:00,1272.8241577148438
2019-05-25 16:00:00,1252.8384094238281
2019-05-25 17:00:00,1145.6810607910156
2019-05-25 18:00:00,1178.7376098632812
2019-05-25 19:00:00,1286.6119995117188
2019-05-25 20:00:00,1311.1256408691406
2019-05-25 21:00:00,1322.1958618164062
2019-05-25 22:00:00,1320.8841857910156
2019-05-25 23:00:00,1288.415771484375
2019-05-26 00:00:00,1216.7067565917969
2019-05-26 01:00:00,1108.0156860351562
2019-05-26 02:00:00,1007.4928894042969
2019-05-26 03:00:00,955.4563598632812
2019-05-26 04:00:00,877.6086120605469
2019-05-26 05:00:00,814.1358184814453
2019-05-26 06:00:00,749.0780639648438
2019-05-26 07:00:00,672.1697692871094
2019-05-26 08:00:00,762.9266662597656
2019-05-26 09:00:00,956.1644744873047
2019-05-26 10:00:00,1036.139892578125
2019-05-26 11:00:00,1178.0128173828125
2019-05-26 12:00:00,1256.2213134765625
2019-05-26 13:00:00,1375.5057373046875
2019-05-26 14:00:00,1466.1255798339844
2019-05-26 15:00:00,1506.787841796875
2019-05-26 16:00:00,1497.4128112792969
2019-05-26 17:00:00,1399.7213745117188
2019-05-26 18:00:00,1452.4579162597656
2019-05-26 19:00:00,1598.3577880859375
2019-05-26 20:00:00,1649.6170959472656
2019-05-26 21:00:00,1677.1997375488281
2019-05-26 22:00:00,1708.3653564453125
2019-05-26 23:00:00,1597.1589050292969
2019-05-27 00:00:00,1396.2377624511719
2019-05-27 01:00:00,1236.8646240234375
2019-05-27 02:00:00,1100.012939453125
2019-05-27 03:00:00,985.5055541992188
2019-05-27 04:00:00,913.5929870605469
2019-05-27 05:00:00,882.2305755615234
2019-05-27 06:00:00,871.0489654541016
2019-05-27 07:00:00,707.2219085693359
2019-05-27 08:00:00,672.2399139404297
2019-05-27 09:00:00,701.5227355957031
2019-05-27 10:00:00,751.9179382324219
2019-05-27 11:00:00,809.7481231689453
2019-05-27 12:00:00,884.8722991943359
2019-05-27 13:00:00,913.7059478759766
2019-05-27 14:00:00,922.7178649902344
2019-05-27 15:00:00,1121.9407043457031
